utts	labels
I need a place to stay in the east that has free wifi.	find_hotel
I am looking for an upscale hotel.	find_hotel
I would like to find an expensive hotel to stay at that also has free wifi. Can you help?	find_hotel
I am looking for a hotel, the Alpha-Milton Guest House.	find_hotel
Hi there, I need to find a hotel - a guesthouse to be precise. I don't need internet so don't worry about that	find_hotel
i'm looking for a place to stay that is on the cheap side.	find_hotel
I am looking for a place to stay that is expensive, I am not worried if I pay to pay for parking.	find_hotel
I would like some information on the gonville hotel	find_hotel
Hello I am looking for a guesthouse please.	find_hotel
I am looking for a hotel with a 3 star rating and free parking	find_hotel
I need a place with rated 4 stars in the east. Can you help me find one that like a guesthouse?	find_hotel
I'm looking for a guesthouse to stay at. Can you help me with that?	find_hotel
Hi, I'm looking for a place to stay. Can you help me?	find_hotel
I'm looking for a guesthouse to stay in that is cheap. Can you help me with that?	find_hotel
I am looking for a place to stay. The hotel doesn't need to have free parking and should be in the north	find_hotel
I need a 2 star hotel with free parking.	find_hotel
I am looking for a 3 star expensive place to stay in Cambridge.	find_hotel
Could you help me find a 4 star lodging on the south end?	find_hotel
I'm looking for a guesthouse to stay at with a four star rating	find_hotel
I am looking for a moderate price 3 star hotel. Can you help with that please?	find_hotel
I want to book a room in a place that has a 4-star rating.	find_hotel
I'm looking for an expensive hotel.	find_hotel
I'm looking for a guest house with free parking.	find_hotel
I'd like more information about the Ashley Hotel, can you help?	find_hotel
I need a hotel to stay in that has free parking.	find_hotel
I'm looking for information on a hotel called alexander bed and breakfast.	find_hotel
I'm looking for a place to stay that has free wifi and parking.	find_hotel
I want to find a zero star rated hotel.	find_hotel
I am looking for a hotel in the north to stay in. Can you help me with this?	find_hotel
I am looking to stay in a guesthouse with a 4 star rating.	find_hotel
Hi I'm looking for a hotel in the are that includes free wifi.	find_hotel
I want to find a hotel to stay in located in the centre	find_hotel
I wold like to book a room near downtown that has wi-fi and a free parking.	find_hotel
Hello, I'm looking for a hotel in the north, and I'd like the more expensive range please.	find_hotel
Hi, I need to find a hotel to stay at. It doesn't need to have wifi.	find_hotel
I am looking for a hotel that include free parking and has a 1 star rating.	find_hotel
I am looking for lodging in the moderate price range with free parking.	find_hotel
Can you please help me find guesthouses that offer free parking in Cambridge?	find_hotel
I'm interested in places that you can get a 1-star room for the night.	find_hotel
I need an expensive place to stay.	find_hotel
Hello, I am looking for a guest house.	find_hotel
Hi there. I was wondering if you could provide some information on the Bridge Guest House hotel.	find_hotel
I'm looking for a certain hotel called the cityroomz. Can you tell me more about it?	find_hotel
Hi I am looking for a hotel called limehouse.	find_hotel
I'm looking for a hotel room. Can you help me find one?	find_hotel
I am looking for a hotel called finches bed and breakfast.	find_hotel
I want to find a hotel located in the west please.	find_hotel
I am looking for a place to stay. The hotel should be in the expensive price range and should be in the type of guesthouse	find_hotel
Yes, can you help me with my hotel plans?	find_hotel
I'm looking for a place to stay, do you have any suggestions?	find_hotel
Hi, this is a two-fer. I need to find a hotel that offers both free wifi and free parking	find_hotel
I'm looking for a guesthouse to stay in that's moderately priced.	find_hotel
Are there any guest houses currently available iin the moderately priced range?	find_hotel
Are there any places that offer rooms in the north that also give free wifi, or do you have to go to other parts of town for that?	find_hotel
Hello, I'd like some information about a hotel called the hamilton lodge, please.	find_hotel
I am looking for a moderately priced hotel with free parking.	find_hotel
I want information on a particular hotel called home from home. Can you send me what you have on that?	find_hotel
I'm looking for a hotel that includes free wifi and free parking.	find_hotel
I need a hotel with free wifi.	find_hotel
Hey, I need a moderately priced place to stay.	find_hotel
Hi, I am looking for a r star place to stay that has free wifi.	find_hotel
I am looking for a place to stay. The hotel should be in the type of guesthouse and should include free wifi	find_hotel
I am looking for a moderate price placed to say in the North side of the city please.	find_hotel
I'm looking for a hotel in the north part of town with free wifi.	find_hotel
I am looking for a place to stay in the centre area.	find_hotel
Can you find a hotel by the name of Leverton House?	find_hotel
I am looking for a hotel to stay in with a 4 star rating that is in a guesthouse style.	find_hotel
Can you please help me find a place to stay? I'm looking for an average priced place in a guesthouse style. Thankyou.	find_hotel
I am in desperate need of a getaway. Can you help me find a cheap place to stay?	find_hotel
I want a place to stay with 3 stars.	find_hotel
Hi, I am looking for a 4 star hotel to stay at. Free parking is not necessary.	find_hotel
I need some help finding a place to stay with a 4 star rating and free wifi.	find_hotel
I'm looking for a 3 star rated place to stay at that doesn't need to have free parking	find_hotel
i am looking for a place to stay. The hotel should have a star of 1 and should be in the type of guesthouse.	find_hotel
I need a place to stay with free wifi.	find_hotel
Yeah, I'm hoping to find a cheap place to stay. Can you help with that?	find_hotel
I'm looking for a hotel called avalon.	find_hotel
Could you help me find Cityroomz, please?	find_hotel
I'm looking for a place to stay. Are there any guesthouses that are moderately priced?	find_hotel
Can you navigate me to a 5 star hotel with free wifi please?	find_hotel
I'm looking for a expensive guesthouse.	find_hotel
I'm needing a place to stay that is in the centre of town.	find_hotel
Hi, I'm looking for a guesthouse that's in the expensive range.	find_hotel
Are there any guesthouses in the east?	find_hotel
I am looking for a place to stay. The hotel should have a star of 0 and should be in the type of hotel	find_hotel
i'm looking for a particular hotel	find_hotel
Hello, I am looking for a hotel in the south that is moderately priced.	find_hotel
I need a 3 star hotel in Cambridge, that offers a guesthouse, can you book it for me ?	find_hotel
I am looking for a place to stay that is a guesthouse with free parking please.	find_hotel
i need a guest house which has free parking	find_hotel
I'm looking for a hotel, but not a guesthouse. All it needs is free parking. Can you recommend one?	find_hotel
I am looking to stay at a four start place with free wifi.	find_hotel
Hi, I'm looking for a place that offers free internet and parking.	find_hotel
Hi. I am looking for a place to stay.	find_hotel
Can you get me information on a hotel called cityroomz?	find_hotel
Are there any proper hotels in the south?	find_hotel
Hi there. I was wondering if you might be able to help me locate a guesthouse to stay at in town.	find_hotel
I'm looking for a place to stay that has 4 stars and includes free parking.	find_hotel
While I am visiting Cambridge, I would like to stay at the Ashley Hotel. Where is it located?	find_hotel
I've heard good things about the Acorn guest house. Could you find it for me?	find_hotel
Yes I am looking for a place to stay that includes free wifi. I would prefer a guesthouse.	find_hotel
I am looking for information on a hotel called Carolina Bed and Breakfast.	find_hotel
I'm planning a trip and am looking for a place to stay. Can you help me with that?	find_hotel
